"id";"Liga";"Data";"Home";"Away";"golHome";"golAway";"totalGols";"resultado";"golHomeHT";"golawayHT";"resultadoHT";"escanteioHome";"escanteioAway";"totalCantos";"cardAmareloHome";"cardAmareloAway";"cardRedHome";"cardRedAway";"totalgolHT";"total_cartao"
"265944";"Liga Portugal";"2023-09-23";"Porto";"Gil Vicente";"2";"1";"3";"H";"1";"1";"D";"6";"3";"9";"1";"3";"0";"0";"2";"4"
"265945";"LaLiga";"2023-09-23";"Girona";"Mallorca";"5";"3";"8";"H";"4";"1";"H";"6";"5";"11";"1";"5";"0";"0";"5";"6"
"265946";"LaLiga";"2023-09-23";"Osasuna";"Sevilla";"0";"0";"0";"D";"0";"0";"D";"7";"4";"11";"2";"3";"0";"0";"0";"5"
"265947";"LaLiga";"2023-09-23";"Barcelona";"Celta";"3";"2";"5";"H";"0";"1";"A";"2";"3";"5";"2";"1";"0";"0";"1";"3"
"265948";"LaLiga";"2023-09-23";"Almeria";"Valencia";"2";"2";"4";"D";"0";"1";"A";"8";"3";"11";"4";"2";"0";"0";"1";"6"
"265949";"BundesLiga";"2023-09-22";"Stuttgart";"Darmstadt";"3";"1";"4";"H";"2";"1";"H";"5";"4";"9";"1";"6";"0";"0";"3";"7"
"265950";"Ligue 1";"2023-09-22";"Monaco";"Nice";"0";"1";"1";"A";"0";"0";"D";"5";"2";"7";"1";"1";"0";"0";"0";"2"
"265951";"Serie A";"2023-09-22";"Salernitana";"Frosinone";"1";"1";"2";"D";"0";"1";"A";"8";"6";"14";"2";"2";"0";"0";"1";"4"
"265952";"Serie A";"2023-09-22";"Lecce";"Genoa";"1";"0";"1";"H";"0";"0";"D";"4";"3";"7";"1";"3";"0";"1";"0";"5"
"265953";"Liga Portugal";"2023-09-22";"Famalicao";"Arouca";"1";"0";"1";"H";"1";"0";"H";"6";"8";"14";"5";"2";"1";"1";"1";"9"
"265954";"LaLiga";"2023-09-22";"Alaves";"Ath Bilbao";"0";"2";"2";"A";"0";"1";"A";"3";"4";"7";"2";"2";"0";"0";"1";"4"
"265955";"Premier League";"2023-09-18";"Nott'm Forest";"Burnley";"1";"1";"2";"D";"0";"1";"A";"5";"4";"9";"2";"3";"0";"1";"1";"6"
"265956";"Serie A";"2023-09-18";"Salernitana";"Torino";"0";"3";"3";"A";"0";"2";"A";"1";"2";"3";"2";"2";"0";"0";"2";"4"
"265957";"Serie A";"2023-09-18";"Verona";"Bologna";"0";"0";"0";"D";"0";"0";"D";"3";"4";"7";"4";"2";"0";"0";"0";"6"
"265958";"Liga Portugal";"2023-09-18";"Boavista";"Chaves";"4";"1";"5";"H";"4";"0";"H";"3";"12";"15";"1";"3";"0";"0";"4";"4"
"265959";"LaLiga";"2023-09-18";"Granada";"Girona";"2";"4";"6";"A";"0";"3";"A";"4";"5";"9";"3";"3";"0";"0";"3";"6"
"265960";"BundesLiga";"2023-09-17";"Heidenheim";"Werder Bremen";"4";"2";"6";"H";"2";"0";"H";"10";"1";"11";"1";"1";"0";"0";"2";"2"
"265961";"BundesLiga";"2023-09-17";"Darmstadt";"M'gladbach";"3";"3";"6";"D";"3";"0";"H";"6";"6";"12";"1";"1";"1";"0";"3";"3"
"265962";"Premier League";"2023-09-17";"Bournemouth";"Chelsea";"0";"0";"0";"D";"0";"0";"D";"1";"7";"8";"1";"5";"0";"0";"0";"6"
"265963";"Premier League";"2023-09-17";"Everton";"Arsenal";"0";"1";"1";"A";"0";"0";"D";"1";"11";"12";"1";"1";"0";"0";"0";"2"
"265964";"Ligue 1";"2023-09-17";"Lorient";"Monaco";"2";"2";"4";"D";"1";"1";"D";"8";"6";"14";"0";"1";"0";"0";"2";"1"
"265965";"Ligue 1";"2023-09-17";"Clermont";"Nantes";"0";"1";"1";"A";"0";"0";"D";"6";"3";"9";"2";"2";"0";"0";"0";"4"
"265966";"Ligue 1";"2023-09-17";"Reims";"Brest";"1";"2";"3";"A";"1";"0";"H";"8";"8";"16";"2";"4";"0";"0";"1";"6"
"265967";"Ligue 1";"2023-09-17";"Strasbourg";"Montpellier";"2";"2";"4";"D";"0";"2";"A";"2";"4";"6";"4";"6";"0";"0";"2";"10"
"265968";"Ligue 1";"2023-09-17";"Marseille";"Toulouse";"0";"0";"0";"D";"0";"0";"D";"6";"1";"7";"2";"5";"0";"0";"0";"7"
"265969";"Ligue 1";"2023-09-17";"Lyon";"Le Havre";"0";"0";"0";"D";"0";"0";"D";"6";"1";"7";"3";"2";"0";"0";"0";"5"
"265970";"Serie A";"2023-09-17";"Cagliari";"Udinese";"0";"0";"0";"D";"0";"0";"D";"4";"6";"10";"2";"1";"1";"0";"0";"4"
"265971";"Serie A";"2023-09-17";"Frosinone";"Sassuolo";"4";"2";"6";"H";"1";"2";"A";"5";"6";"11";"4";"2";"0";"0";"3";"6"
"265972";"Serie A";"2023-09-17";"Monza";"Lecce";"1";"1";"2";"D";"1";"1";"D";"10";"1";"11";"6";"1";"1";"1";"2";"9"
"265973";"Serie A";"2023-09-17";"Fiorentina";"Atalanta";"3";"2";"5";"H";"2";"1";"H";"3";"4";"7";"1";"2";"0";"0";"3";"3"
"265974";"Serie A";"2023-09-17";"Roma";"Empoli";"7";"0";"7";"H";"3";"0";"H";"2";"6";"8";"2";"2";"0";"0";"3";"4"
"265975";"Liga Portugal";"2023-09-17";"Arouca";"Casa Pia";"0";"1";"1";"A";"0";"0";"D";"2";"7";"9";"2";"3";"0";"0";"0";"5"
"265976";"Liga Portugal";"2023-09-17";"Gil Vicente";"Estoril";"5";"3";"8";"H";"3";"0";"H";"5";"8";"13";"3";"2";"0";"0";"3";"5"
"265977";"Liga Portugal";"2023-09-17";"Guimaraes";"Portimonense";"1";"2";"3";"A";"1";"0";"H";"10";"3";"13";"2";"4";"0";"0";"1";"6"
"265978";"Liga Portugal";"2023-09-17";"Sp Lisbon";"Moreirense";"3";"0";"3";"H";"0";"0";"D";"8";"2";"10";"3";"3";"0";"1";"0";"7"
"265979";"LaLiga";"2023-09-17";"Getafe";"Osasuna";"3";"2";"5";"H";"1";"1";"D";"6";"3";"9";"6";"2";"0";"0";"2";"8"
"265980";"LaLiga";"2023-09-17";"Villarreal";"Almeria";"2";"1";"3";"H";"1";"1";"D";"7";"6";"13";"2";"3";"0";"0";"2";"5"
"265981";"LaLiga";"2023-09-17";"Sevilla";"Las Palmas";"1";"0";"1";"H";"0";"0";"D";"7";"3";"10";"3";"5";"0";"0";"0";"8"
"265982";"LaLiga";"2023-09-17";"Real Madrid";"Sociedad";"2";"1";"3";"H";"0";"1";"A";"4";"3";"7";"3";"2";"0";"0";"1";"5"
"265983";"BundesLiga";"2023-09-16";"FC Koln";"Hoffenheim";"1";"3";"4";"A";"0";"2";"A";"13";"4";"17";"4";"4";"1";"0";"2";"9"
"265984";"BundesLiga";"2023-09-16";"Freiburg";"Dortmund";"2";"4";"6";"A";"2";"1";"H";"6";"8";"14";"2";"3";"1";"0";"3";"6"
"265985";"BundesLiga";"2023-09-16";"Mainz";"Stuttgart";"1";"3";"4";"A";"0";"0";"D";"6";"4";"10";"1";"2";"0";"0";"0";"3"
"265986";"BundesLiga";"2023-09-16";"RB Leipzig";"Augsburg";"3";"0";"3";"H";"3";"0";"H";"1";"6";"7";"0";"0";"0";"0";"3";"0"
"265987";"BundesLiga";"2023-09-16";"Wolfsburg";"Union Berlin";"2";"1";"3";"H";"2";"1";"H";"3";"7";"10";"1";"0";"0";"0";"3";"1"
"265988";"BundesLiga";"2023-09-16";"Bochum";"Ein Frankfurt";"1";"1";"2";"D";"0";"0";"D";"8";"2";"10";"3";"2";"0";"0";"0";"5"
"265989";"Premier League";"2023-09-16";"Wolves";"Liverpool";"1";"3";"4";"A";"1";"0";"H";"4";"4";"8";"1";"3";"0";"0";"1";"4"
"265990";"Premier League";"2023-09-16";"Aston Villa";"Crystal Palace";"3";"1";"4";"H";"0";"0";"D";"4";"2";"6";"5";"3";"0";"0";"0";"8"
"265991";"Premier League";"2023-09-16";"Fulham";"Luton";"1";"0";"1";"H";"0";"0";"D";"6";"2";"8";"2";"2";"0";"0";"0";"4"
"265992";"Premier League";"2023-09-16";"Man United";"Brighton";"1";"3";"4";"A";"0";"1";"A";"8";"1";"9";"2";"2";"0";"0";"1";"4"
"265993";"Premier League";"2023-09-16";"Tottenham";"Sheffield United";"2";"1";"3";"H";"0";"0";"D";"15";"2";"17";"6";"5";"0";"1";"0";"12"
"265994";"Premier League";"2023-09-16";"West Ham";"Man City";"1";"3";"4";"A";"1";"0";"H";"4";"11";"15";"3";"2";"0";"0";"1";"5"
"265995";"Premier League";"2023-09-16";"Newcastle";"Brentford";"1";"0";"1";"H";"0";"0";"D";"8";"3";"11";"3";"5";"0";"0";"0";"8"
"265996";"Ligue 1";"2023-09-16";"Rennes";"Lille";"2";"2";"4";"D";"0";"1";"A";"5";"2";"7";"1";"4";"0";"0";"1";"5"
"265997";"Ligue 1";"2023-09-16";"Lens";"Metz";"0";"1";"1";"A";"0";"1";"A";"9";"1";"10";"1";"2";"0";"0";"1";"3"
"265998";"Serie A";"2023-09-16";"Juventus";"Lazio";"3";"1";"4";"H";"2";"0";"H";"7";"9";"16";"5";"1";"0";"0";"2";"6"
"265999";"Serie A";"2023-09-16";"Inter";"Milan";"5";"1";"6";"H";"2";"0";"H";"5";"0";"5";"2";"2";"0";"0";"2";"4"
"266000";"Serie A";"2023-09-16";"Genoa";"Napoli";"2";"2";"4";"D";"1";"0";"H";"3";"1";"4";"3";"2";"0";"0";"1";"5"
"266001";"Liga Portugal";"2023-09-16";"Rio Ave";"Famalicao";"1";"1";"2";"D";"0";"1";"A";"3";"3";"6";"1";"3";"0";"0";"1";"4"
"266002";"Liga Portugal";"2023-09-16";"Farense";"Sp Braga";"3";"1";"4";"H";"2";"0";"H";"7";"3";"10";"4";"5";"0";"0";"2";"9"
"266003";"Liga Portugal";"2023-09-16";"Vizela";"Benfica";"1";"2";"3";"A";"0";"2";"A";"2";"3";"5";"2";"1";"0";"0";"2";"3"
"266004";"LaLiga";"2023-09-16";"Ath Bilbao";"Cadiz";"3";"0";"3";"H";"0";"0";"D";"5";"4";"9";"1";"4";"0";"0";"0";"5"
"266005";"LaLiga";"2023-09-16";"Valencia";"Ath Madrid";"3";"0";"3";"H";"2";"0";"H";"5";"8";"13";"1";"5";"0";"0";"2";"6"
"266006";"LaLiga";"2023-09-16";"Celta";"Mallorca";"0";"1";"1";"A";"0";"0";"D";"10";"1";"11";"1";"3";"0";"0";"0";"4"
"266007";"LaLiga";"2023-09-16";"Barcelona";"Betis";"5";"0";"5";"H";"2";"0";"H";"9";"5";"14";"1";"2";"0";"0";"2";"3"
"266008";"BundesLiga";"2023-09-15";"Bayern Munich";"Leverkusen";"2";"2";"4";"D";"1";"1";"D";"7";"4";"11";"0";"3";"0";"0";"2";"3"
"266009";"Ligue 1";"2023-09-15";"Paris SG";"Nice";"2";"3";"5";"A";"1";"1";"D";"4";"3";"7";"2";"5";"0";"0";"2";"7"
"266010";"Liga Portugal";"2023-09-15";"Estrela";"Porto";"0";"1";"1";"A";"0";"1";"A";"10";"6";"16";"3";"5";"0";"0";"1";"8"
"266011";"LaLiga";"2023-09-15";"Vallecano";"Alaves";"2";"0";"2";"H";"1";"0";"H";"5";"3";"8";"2";"3";"0";"0";"1";"5"
"266012";"Liga Portugal";"2023-09-09";"Moreirense";"Sp Braga";"2";"3";"5";"A";"2";"1";"H";"4";"5";"9";"2";"2";"0";"0";"3";"4"
"266013";"BundesLiga";"2023-09-03";"Ein Frankfurt";"FC Koln";"1";"1";"2";"D";"0";"1";"A";"8";"1";"9";"1";"3";"0";"0";"1";"4"
"266014";"BundesLiga";"2023-09-03";"Union Berlin";"RB Leipzig";"0";"3";"3";"A";"0";"0";"D";"3";"7";"10";"3";"1";"1";"0";"0";"5"
"266015";"Premier League";"2023-09-03";"Crystal Palace";"Wolves";"3";"2";"5";"H";"0";"0";"D";"4";"2";"6";"1";"3";"0";"0";"0";"4"
"266016";"Premier League";"2023-09-03";"Liverpool";"Aston Villa";"3";"0";"3";"H";"2";"0";"H";"7";"3";"10";"0";"1";"0";"0";"2";"1"
"266017";"Premier League";"2023-09-03";"Arsenal";"Man United";"3";"1";"4";"H";"1";"1";"D";"12";"3";"15";"2";"3";"0";"0";"2";"5"
"266018";"Ligue 1";"2023-09-03";"Toulouse";"Clermont";"2";"2";"4";"D";"2";"1";"H";"0";"8";"8";"1";"3";"0";"0";"3";"4"
"266019";"Ligue 1";"2023-09-03";"Le Havre";"Lorient";"3";"0";"3";"H";"0";"0";"D";"5";"4";"9";"0";"0";"0";"0";"0";"0"
"266020";"Ligue 1";"2023-09-03";"Lille";"Montpellier";"1";"0";"1";"H";"1";"0";"H";"5";"5";"10";"2";"1";"0";"0";"1";"3"
"266021";"Ligue 1";"2023-09-03";"Metz";"Reims";"2";"2";"4";"D";"1";"1";"D";"4";"1";"5";"0";"4";"0";"0";"2";"4"
"266022";"Ligue 1";"2023-09-03";"Nice";"Strasbourg";"2";"0";"2";"H";"1";"0";"H";"5";"2";"7";"2";"1";"0";"0";"1";"3"
"266023";"Ligue 1";"2023-09-03";"Lyon";"Paris SG";"1";"4";"5";"A";"0";"4";"A";"5";"2";"7";"2";"2";"0";"0";"4";"4"
"266024";"Serie A";"2023-09-03";"Inter";"Fiorentina";"4";"0";"4";"H";"1";"0";"H";"1";"1";"2";"1";"1";"0";"0";"1";"2"
"266025";"Serie A";"2023-09-03";"Torino";"Genoa";"1";"0";"1";"H";"0";"0";"D";"4";"0";"4";"2";"5";"0";"0";"0";"7"
"266026";"Serie A";"2023-09-03";"Empoli";"Juventus";"0";"2";"2";"A";"0";"1";"A";"3";"7";"10";"3";"3";"0";"0";"1";"6"
"266027";"Serie A";"2023-09-03";"Lecce";"Salernitana";"2";"0";"2";"H";"1";"0";"H";"6";"5";"11";"3";"3";"0";"0";"1";"6"
"266028";"Liga Portugal";"2023-09-03";"Chaves";"Moreirense";"1";"2";"3";"A";"0";"1";"A";"3";"4";"7";"3";"4";"0";"0";"1";"7"
"266029";"Liga Portugal";"2023-09-03";"Estoril";"Boavista";"1";"2";"3";"A";"1";"2";"A";"10";"5";"15";"3";"1";"0";"0";"3";"4"
"266030";"Liga Portugal";"2023-09-03";"Porto";"Arouca";"1";"1";"2";"D";"0";"0";"D";"5";"2";"7";"3";"2";"0";"0";"0";"5"
"266031";"Liga Portugal";"2023-09-03";"Sp Braga";"Sp Lisbon";"1";"1";"2";"D";"0";"1";"A";"4";"2";"6";"2";"5";"0";"0";"1";"7"
"266032";"LaLiga";"2023-09-03";"Girona";"Las Palmas";"1";"0";"1";"H";"0";"0";"D";"3";"5";"8";"3";"3";"0";"0";"0";"6"
"266033";"LaLiga";"2023-09-03";"Mallorca";"Ath Bilbao";"0";"0";"0";"D";"0";"0";"D";"3";"5";"8";"0";"1";"0";"0";"0";"1"
"266034";"LaLiga";"2023-09-03";"Osasuna";"Barcelona";"1";"2";"3";"A";"0";"1";"A";"8";"5";"13";"1";"3";"1";"0";"1";"5"
"266035";"BundesLiga";"2023-09-02";"Augsburg";"Bochum";"2";"2";"4";"D";"1";"1";"D";"3";"5";"8";"2";"2";"0";"0";"2";"4"
"266036";"BundesLiga";"2023-09-02";"Hoffenheim";"Wolfsburg";"3";"1";"4";"H";"1";"1";"D";"3";"3";"6";"2";"2";"0";"0";"2";"4"
"266037";"BundesLiga";"2023-09-02";"Leverkusen";"Darmstadt";"5";"1";"6";"H";"1";"1";"D";"4";"2";"6";"3";"2";"0";"0";"2";"5"
"266038";"BundesLiga";"2023-09-02";"Stuttgart";"Freiburg";"5";"0";"5";"H";"3";"0";"H";"2";"4";"6";"1";"1";"0";"0";"3";"2"
"266039";"BundesLiga";"2023-09-02";"Werder Bremen";"Mainz";"4";"0";"4";"H";"1";"0";"H";"1";"7";"8";"2";"2";"0";"0";"1";"4"
"266040";"BundesLiga";"2023-09-02";"M'gladbach";"Bayern Munich";"1";"2";"3";"A";"1";"0";"H";"1";"15";"16";"0";"2";"0";"0";"1";"2"
"266041";"Premier League";"2023-09-02";"Sheffield United";"Everton";"2";"2";"4";"D";"2";"1";"H";"4";"6";"10";"1";"2";"0";"0";"3";"3"
"266042";"Premier League";"2023-09-02";"Brentford";"Bournemouth";"2";"2";"4";"D";"1";"1";"D";"5";"2";"7";"1";"2";"0";"0";"2";"3"
"266043";"Premier League";"2023-09-02";"Burnley";"Tottenham";"2";"5";"7";"A";"1";"2";"A";"7";"4";"11";"4";"3";"0";"0";"3";"7"
"266044";"Premier League";"2023-09-02";"Chelsea";"Nott'm Forest";"0";"1";"1";"A";"0";"0";"D";"8";"0";"8";"3";"4";"0";"0";"0";"7"
"266045";"Premier League";"2023-09-02";"Man City";"Fulham";"5";"1";"6";"H";"2";"1";"H";"4";"5";"9";"2";"4";"0";"0";"3";"6"
"266046";"Premier League";"2023-09-02";"Brighton";"Newcastle";"3";"1";"4";"H";"1";"0";"H";"5";"3";"8";"4";"4";"0";"0";"1";"8"
"266047";"Ligue 1";"2023-09-02";"Brest";"Rennes";"0";"0";"0";"D";"0";"0";"D";"7";"5";"12";"3";"1";"0";"0";"0";"4"
"266048";"Ligue 1";"2023-09-02";"Monaco";"Lens";"3";"0";"3";"H";"2";"0";"H";"5";"2";"7";"4";"2";"0";"0";"2";"6"
"266049";"Serie A";"2023-09-02";"Bologna";"Cagliari";"2";"1";"3";"H";"0";"1";"A";"5";"2";"7";"1";"2";"0";"0";"1";"3"
"266050";"Serie A";"2023-09-02";"Udinese";"Frosinone";"0";"0";"0";"D";"0";"0";"D";"3";"5";"8";"2";"2";"0";"0";"0";"4"
"266051";"Serie A";"2023-09-02";"Atalanta";"Monza";"3";"0";"3";"H";"2";"0";"H";"7";"3";"10";"0";"3";"0";"0";"2";"3"
"266052";"Serie A";"2023-09-02";"Napoli";"Lazio";"1";"2";"3";"A";"1";"1";"D";"7";"2";"9";"1";"2";"0";"0";"2";"3"
"266053";"Liga Portugal";"2023-09-02";"Casa Pia";"Rio Ave";"1";"1";"2";"D";"1";"0";"H";"12";"0";"12";"1";"2";"0";"0";"1";"3"
"266054";"Liga Portugal";"2023-09-02";"Famalicao";"Farense";"1";"0";"1";"H";"0";"0";"D";"12";"4";"16";"1";"3";"0";"1";"0";"5"
"266055";"Liga Portugal";"2023-09-02";"Portimonense";"Estrela";"1";"1";"2";"D";"1";"1";"D";"3";"7";"10";"3";"6";"0";"0";"2";"9"
"266056";"Liga Portugal";"2023-09-02";"Benfica";"Guimaraes";"4";"0";"4";"H";"3";"0";"H";"11";"2";"13";"2";"4";"0";"1";"3";"7"
"266057";"LaLiga";"2023-09-02";"Sociedad";"Granada";"5";"3";"8";"H";"2";"1";"H";"2";"5";"7";"1";"5";"0";"0";"3";"6"
"266058";"LaLiga";"2023-09-02";"Real Madrid";"Getafe";"2";"1";"3";"H";"0";"1";"A";"11";"1";"12";"2";"6";"0";"0";"1";"8"
"266059";"LaLiga";"2023-09-02";"Alaves";"Valencia";"1";"0";"1";"H";"1";"0";"H";"1";"2";"3";"4";"2";"0";"0";"1";"6"
"266060";"LaLiga";"2023-09-02";"Betis";"Vallecano";"1";"0";"1";"H";"0";"0";"D";"2";"3";"5";"3";"5";"0";"0";"0";"8"
"266061";"BundesLiga";"2023-09-01";"Dortmund";"Heidenheim";"2";"2";"4";"D";"2";"0";"H";"3";"6";"9";"3";"3";"0";"0";"2";"6"
"266062";"Premier League";"2023-09-01";"Luton";"West Ham";"1";"2";"3";"A";"0";"1";"A";"9";"6";"15";"1";"1";"0";"0";"1";"2"
"266063";"Ligue 1";"2023-09-01";"Nantes";"Marseille";"1";"1";"2";"D";"1";"1";"D";"2";"7";"9";"0";"2";"1";"0";"2";"3"
"266064";"Serie A";"2023-09-01";"Sassuolo";"Verona";"3";"1";"4";"H";"1";"0";"H";"10";"1";"11";"1";"3";"0";"0";"1";"4"
"266065";"Serie A";"2023-09-01";"Roma";"Milan";"1";"2";"3";"A";"0";"1";"A";"3";"5";"8";"2";"4";"0";"1";"1";"7"
"266066";"Liga Portugal";"2023-09-01";"Vizela";"Gil Vicente";"1";"0";"1";"H";"0";"0";"D";"4";"3";"7";"0";"3";"0";"0";"0";"3"
"266067";"LaLiga";"2023-09-01";"Cadiz";"Villarreal";"3";"1";"4";"H";"2";"1";"H";"7";"3";"10";"5";"4";"0";"1";"3";"10"
"266068";"LaLiga";"2023-09-01";"Almeria";"Celta";"2";"3";"5";"A";"0";"2";"A";"6";"5";"11";"1";"1";"0";"0";"2";"2"
"266069";"Serie A";"2023-08-28";"Salernitana";"Udinese";"1";"1";"2";"D";"0";"0";"D";"7";"5";"12";"4";"4";"0";"0";"0";"8"
"266070";"Serie A";"2023-08-28";"Cagliari";"Inter";"0";"2";"2";"A";"0";"2";"A";"4";"7";"11";"1";"1";"0";"0";"2";"2"
"266071";"Liga Portugal";"2023-08-28";"Rio Ave";"Porto";"1";"2";"3";"A";"0";"0";"D";"1";"7";"8";"4";"3";"0";"0";"0";"7"
"266072";"LaLiga";"2023-08-28";"Getafe";"Alaves";"1";"0";"1";"H";"0";"0";"D";"4";"5";"9";"1";"2";"0";"0";"0";"3"
"266073";"LaLiga";"2023-08-28";"Vallecano";"Ath Madrid";"0";"7";"7";"A";"0";"3";"A";"8";"3";"11";"4";"3";"0";"0";"3";"7"
"266074";"BundesLiga";"2023-08-27";"Mainz";"Ein Frankfurt";"1";"1";"2";"D";"1";"0";"H";"5";"4";"9";"3";"4";"0";"1";"1";"8"
"266075";"BundesLiga";"2023-08-27";"Bayern Munich";"Augsburg";"3";"1";"4";"H";"2";"0";"H";"10";"4";"14";"1";"2";"0";"0";"2";"3"
"266076";"Premier League";"2023-08-27";"Burnley";"Aston Villa";"1";"3";"4";"A";"0";"2";"A";"4";"6";"10";"2";"0";"0";"0";"2";"2"
"266077";"Premier League";"2023-08-27";"Sheffield United";"Man City";"1";"2";"3";"A";"0";"0";"D";"1";"12";"13";"3";"0";"0";"0";"0";"3"
"266078";"Premier League";"2023-08-27";"Newcastle";"Liverpool";"1";"2";"3";"A";"1";"0";"H";"5";"9";"14";"1";"2";"0";"1";"1";"4"
"266079";"Ligue 1";"2023-08-27";"Rennes";"Le Havre";"2";"2";"4";"D";"2";"1";"H";"5";"2";"7";"1";"2";"0";"1";"3";"4"
"266080";"Ligue 1";"2023-08-27";"Clermont";"Metz";"0";"1";"1";"A";"0";"0";"D";"10";"2";"12";"1";"1";"0";"0";"0";"2"
"266081";"Ligue 1";"2023-08-27";"Montpellier";"Reims";"1";"3";"4";"A";"1";"2";"A";"5";"3";"8";"1";"1";"0";"0";"3";"2"
"266082";"Ligue 1";"2023-08-27";"Strasbourg";"Toulouse";"2";"0";"2";"H";"0";"0";"D";"3";"3";"6";"1";"3";"0";"0";"0";"4"
"266083";"Ligue 1";"2023-08-27";"Lorient";"Lille";"4";"1";"5";"H";"2";"0";"H";"5";"8";"13";"2";"4";"0";"0";"2";"6"
"266084";"Ligue 1";"2023-08-27";"Nice";"Lyon";"0";"0";"0";"D";"0";"0";"D";"7";"2";"9";"1";"4";"0";"0";"0";"5"
"266085";"Serie A";"2023-08-27";"Fiorentina";"Lecce";"2";"2";"4";"D";"2";"0";"H";"3";"3";"6";"1";"3";"0";"0";"2";"4"
"266086";"Serie A";"2023-08-27";"Juventus";"Bologna";"1";"1";"2";"D";"0";"1";"A";"5";"1";"6";"2";"1";"0";"0";"1";"3"
"266087";"Serie A";"2023-08-27";"Lazio";"Genoa";"0";"1";"1";"A";"0";"1";"A";"15";"1";"16";"4";"2";"0";"0";"1";"6"
"266088";"Serie A";"2023-08-27";"Napoli";"Sassuolo";"2";"0";"2";"H";"1";"0";"H";"12";"4";"16";"0";"1";"0";"1";"1";"2"
"266089";"Liga Portugal";"2023-08-27";"Boavista";"Casa Pia";"1";"1";"2";"D";"0";"1";"A";"11";"4";"15";"1";"0";"0";"0";"1";"1"
"266090";"Liga Portugal";"2023-08-27";"Guimaraes";"Vizela";"2";"0";"2";"H";"0";"0";"D";"3";"4";"7";"1";"3";"1";"0";"0";"5"
"266091";"Liga Portugal";"2023-08-27";"Sp Lisbon";"Famalicao";"1";"0";"1";"H";"0";"0";"D";"8";"1";"9";"3";"2";"0";"0";"0";"5"
"266092";"LaLiga";"2023-08-27";"Villarreal";"Barcelona";"3";"4";"7";"A";"2";"2";"D";"2";"6";"8";"3";"3";"0";"0";"4";"6"
"266093";"LaLiga";"2023-08-27";"Valencia";"Osasuna";"1";"2";"3";"A";"0";"1";"A";"6";"3";"9";"3";"4";"0";"0";"1";"7"
"266094";"LaLiga";"2023-08-27";"Ath Bilbao";"Betis";"4";"2";"6";"H";"3";"2";"H";"5";"3";"8";"4";"2";"0";"0";"5";"6"
"266095";"BundesLiga";"2023-08-26";"Bochum";"Dortmund";"1";"1";"2";"D";"1";"0";"H";"5";"4";"9";"2";"1";"0";"0";"1";"3"
"266096";"BundesLiga";"2023-08-26";"Darmstadt";"Union Berlin";"1";"4";"5";"A";"1";"3";"A";"3";"5";"8";"2";"2";"0";"1";"4";"5"
"266097";"BundesLiga";"2023-08-26";"FC Koln";"Wolfsburg";"1";"2";"3";"A";"0";"0";"D";"6";"1";"7";"1";"5";"0";"0";"0";"6"
"266098";"BundesLiga";"2023-08-26";"Freiburg";"Werder Bremen";"1";"0";"1";"H";"0";"0";"D";"5";"5";"10";"2";"2";"0";"0";"0";"4"
"266099";"BundesLiga";"2023-08-26";"Heidenheim";"Hoffenheim";"2";"3";"5";"A";"1";"0";"H";"10";"6";"16";"1";"5";"0";"0";"1";"6"
"266100";"BundesLiga";"2023-08-26";"M'gladbach";"Leverkusen";"0";"3";"3";"A";"0";"2";"A";"5";"8";"13";"2";"3";"0";"0";"2";"5"
"266101";"Premier League";"2023-08-26";"Bournemouth";"Tottenham";"0";"2";"2";"A";"0";"1";"A";"6";"2";"8";"1";"3";"0";"0";"1";"4"
"266102";"Premier League";"2023-08-26";"Arsenal";"Fulham";"2";"2";"4";"D";"0";"1";"A";"8";"3";"11";"0";"3";"0";"1";"1";"4"
"266103";"Premier League";"2023-08-26";"Brentford";"Crystal Palace";"1";"1";"2";"D";"1";"0";"H";"8";"6";"14";"0";"0";"0";"0";"1";"0"
"266104";"Premier League";"2023-08-26";"Everton";"Wolves";"0";"1";"1";"A";"0";"0";"D";"7";"0";"7";"3";"4";"0";"0";"0";"7"
"266105";"Premier League";"2023-08-26";"Man United";"Nott'm Forest";"3";"2";"5";"H";"1";"2";"A";"11";"3";"14";"4";"4";"0";"1";"3";"9"
"266106";"Premier League";"2023-08-26";"Brighton";"West Ham";"1";"3";"4";"A";"0";"1";"A";"17";"4";"21";"1";"3";"0";"0";"1";"4"
"266107";"Ligue 1";"2023-08-26";"Marseille";"Brest";"2";"0";"2";"H";"1";"0";"H";"3";"10";"13";"0";"1";"0";"0";"1";"1"
"266108";"Ligue 1";"2023-08-26";"Paris SG";"Lens";"3";"1";"4";"H";"1";"0";"H";"5";"5";"10";"0";"5";"0";"0";"1";"5"
"266109";"Serie A";"2023-08-26";"Frosinone";"Atalanta";"2";"1";"3";"H";"2";"0";"H";"3";"7";"10";"1";"2";"0";"0";"2";"3"
"266110";"Serie A";"2023-08-26";"Monza";"Empoli";"2";"0";"2";"H";"1";"0";"H";"6";"5";"11";"1";"2";"0";"0";"1";"3"
"266111";"Serie A";"2023-08-26";"Milan";"Torino";"4";"1";"5";"H";"3";"1";"H";"2";"1";"3";"2";"3";"0";"0";"4";"5"
"266112";"Serie A";"2023-08-26";"Verona";"Roma";"2";"1";"3";"H";"2";"0";"H";"1";"12";"13";"1";"3";"1";"0";"2";"5"
